running job: 3
/home-mscluster/erex/anaconda3/envs/swav/lib/python3.9/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: libtorch_cuda_cu.so: cannot open shared object file: No such file or directory
  warn(f"Failed to load image Python extension: {e}")
INFO - 02/18/23 03:15:36 - 0:00:00 - ============ Initialized logger ============
INFO - 02/18/23 03:15:36 - 0:00:00 - arch: resnet50
                                     batch_size: 32
                                     data_path: /home-mscluster/erex/research_project/datasets/Covidx-CT
                                     decay_epochs: [60, 80]
                                     dist_url: env://
                                     dump_checkpoints: /home-mscluster/erex/research_project/models/swav/experiments/training/saving_dir3/checkpoints
                                     dump_path: /home-mscluster/erex/research_project/models/swav/experiments/training/saving_dir3
                                     epochs: 100
                                     final_lr: 0
                                     gamma: 0.1
                                     global_pooling: True
                                     gpu_to_work_on: 0
                                     is_slurm_job: True
                                     local_rank: 0
                                     lr: 0.3
                                     nesterov: False
                                     num_labels: 2
                                     pretrained: /home-mscluster/erex/research_project/models/swav/experiments/pre-training/saving_dir3/checkpoint.pth.tar
                                     rank: 0
                                     scheduler_type: cosine
                                     seed: 31
                                     use_bn: False
                                     wd: 1e-06
                                     workers: 10
                                     world_size: 1
INFO - 02/18/23 03:15:36 - 0:00:00 - The experiment will be stored in /home-mscluster/erex/research_project/models/swav/experiments/training/saving_dir3
                                     

INFO - 02/18/23 03:18:43 - 0:03:06 - Building data done
INFO - 02/18/23 03:19:16 - 0:03:40 - Load pretrained model with msg: _IncompatibleKeys(missing_keys=[], unexpected_keys=['projection_head.0.weight', 'projection_head.0.bias', 'projection_head.1.weight', 'projection_head.1.bias', 'projection_head.1.running_mean', 'projection_head.1.running_var', 'projection_head.1.num_batches_tracked', 'projection_head.3.weight', 'projection_head.3.bias', 'prototypes.weight'])
INFO - 02/18/23 03:19:16 - 0:03:40 - ============ Starting epoch 0 ... ============
[W reducer.cpp:1251] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters in the forward pass. This flag results in an extra traversal of the autograd graph every iteration,  which can adversely affect performance. If your model indeed never has any unused parameters in the forward pass, consider turning this flag off. Note that this warning may be a false positive if your model has flow control causing later iterations to have unused parameters. (function operator())
INFO - 02/18/23 03:19:49 - 0:04:13 - Epoch[0] - Iter: [0/11173]	Time 33.155 (33.155)	Data 2.332 (2.332)	Loss 0.6042 (0.6042)	Prec 87.500 (87.500)	LR 0.3
INFO - 02/21/23 02:17:31 - 2 days, 23:01:55 - Epoch[44] - Iter: [1000/11173]	Time 0.024 (0.172)	Data 0.000 (0.148)	Loss 0.4489 (1.2090)	Prec 93.750 (86.738)	LR 0.17810719718785872
INFO - 02/21/23 02:17:40 - 2 days, 23:02:04 - Epoch[44] - Iter: [1050/11173]	Time 0.223 (0.173)	Data 0.199 (0.148)	Loss 0.3877 (1.2086)	Prec 90.625 (86.694)	LR 0.17810719718785872
INFO - 02/21/23 02:17:50 - 2 days, 23:02:13 - Epoch[44] - Iter: [1100/11173]	Time 0.944 (0.173)	Data 0.920 (0.149)	Loss 0.6335 (1.1927)	Prec 87.500 (86.776)	LR 0.17810719718785872
INFO - 02/21/23 02:17:58 - 2 days, 23:02:21 - Epoch[44] - Iter: [1150/11173]	Time 0.757 (0.173)	Data 0.733 (0.148)	Loss 0.8126 (1.1796)	Prec 84.375 (86.870)	LR 0.17810719718785872
INFO - 02/21/23 02:18:06 - 2 days, 23:02:30 - Epoch[44] - Iter: [1200/11173]	Time 1.312 (0.173)	Data 1.288 (0.148)	Loss 1.5609 (1.1722)	Prec 81.250 (86.896)	LR 0.17810719718785872
INFO - 02/21/23 02:18:15 - 2 days, 23:02:38 - Epoch[44] - Iter: [1250/11173]	Time 0.944 (0.173)	Data 0.919 (0.148)	Loss 1.8308 (1.1632)	Prec 84.375 (86.955)	LR 0.17810719718785872
INFO - 02/21/23 02:18:22 - 2 days, 23:02:46 - Epoch[44] - Iter: [1300/11173]	Time 0.446 (0.172)	Data 0.421 (0.147)	Loss 1.0997 (1.1668)	Prec 81.250 (86.950)	LR 0.17810719718785872
INFO - 02/21/23 02:18:32 - 2 days, 23:02:55 - Epoch[44] - Iter: [1350/11173]	Time 0.680 (0.172)	Data 0.656 (0.148)	Loss 0.7036 (1.1596)	Prec 87.500 (86.975)	LR 0.17810719718785872
INFO - 02/21/23 02:18:40 - 2 days, 23:03:04 - Epoch[44] - Iter: [1400/11173]	Time 0.025 (0.172)	Data 0.000 (0.148)	Loss 1.3827 (1.1778)	Prec 78.125 (86.891)	LR 0.17810719718785872
INFO - 02/21/23 02:18:48 - 2 days, 23:03:12 - Epoch[44] - Iter: [1450/11173]	Time 0.025 (0.172)	Data 0.000 (0.147)	Loss 3.8897 (1.1954)	Prec 81.250 (86.847)	LR 0.17810719718785872
INFO - 02/21/23 02:18:57 - 2 days, 23:03:21 - Epoch[44] - Iter: [1500/11173]	Time 0.246 (0.172)	Data 0.222 (0.147)	Loss 0.8235 (1.2113)	Prec 93.750 (86.769)	LR 0.17810719718785872
INFO - 02/21/23 02:19:06 - 2 days, 23:03:30 - Epoch[44] - Iter: [1550/11173]	Time 0.025 (0.172)	Data 0.000 (0.148)	Loss 0.0474 (1.2232)	Prec 96.875 (86.712)	LR 0.17810719718785872
INFO - 02/21/23 02:19:14 - 2 days, 23:03:38 - Epoch[44] - Iter: [1600/11173]	Time 0.025 (0.172)	Data 0.000 (0.147)	Loss 1.5304 (1.2325)	Prec 90.625 (86.694)	LR 0.17810719718785872
INFO - 02/21/23 02:19:23 - 2 days, 23:03:46 - Epoch[44] - Iter: [1650/11173]	Time 0.025 (0.172)	Data 0.000 (0.147)	Loss 1.7035 (1.2376)	Prec 87.500 (86.673)	LR 0.17810719718785872
INFO - 02/21/23 02:19:31 - 2 days, 23:03:55 - Epoch[44] - Iter: [1700/11173]	Time 0.024 (0.172)	Data 0.000 (0.147)	Loss 2.5538 (1.2491)	Prec 81.250 (86.662)	LR 0.17810719718785872
INFO - 02/21/23 02:19:40 - 2 days, 23:04:04 - Epoch[44] - Iter: [1750/11173]	Time 0.025 (0.172)	Data 0.000 (0.148)	Loss 0.8706 (1.2437)	Prec 84.375 (86.674)	LR 0.17810719718785872
INFO - 02/21/23 02:19:49 - 2 days, 23:04:12 - Epoch[44] - Iter: [1800/11173]	Time 0.025 (0.172)	Data 0.000 (0.147)	Loss 2.8142 (1.2503)	Prec 68.750 (86.676)	LR 0.17810719718785872
INFO - 02/21/23 02:19:57 - 2 days, 23:04:21 - Epoch[44] - Iter: [1850/11173]	Time 0.025 (0.172)	Data 0.000 (0.147)	Loss 0.2854 (1.2628)	Prec 93.750 (86.658)	LR 0.17810719718785872
INFO - 02/21/23 02:20:06 - 2 days, 23:04:29 - Epoch[44] - Iter: [1900/11173]	Time 0.187 (0.172)	Data 0.163 (0.147)	Loss 1.4151 (1.2567)	Prec 87.500 (86.703)	LR 0.17810719718785872
INFO - 02/21/23 02:20:14 - 2 days, 23:04:38 - Epoch[44] - Iter: [1950/11173]	Time 0.341 (0.172)	Data 0.317 (0.147)	Loss 0.2254 (1.2560)	Prec 93.750 (86.699)	LR 0.17810719718785872
INFO - 02/21/23 02:20:23 - 2 days, 23:04:47 - Epoch[44] - Iter: [2000/11173]	Time 0.771 (0.172)	Data 0.747 (0.148)	Loss 0.7372 (1.2519)	Prec 90.625 (86.741)	LR 0.17810719718785872
INFO - 02/21/23 02:20:32 - 2 days, 23:04:56 - Epoch[44] - Iter: [2050/11173]	Time 0.638 (0.172)	Data 0.614 (0.148)	Loss 0.9462 (1.2608)	Prec 93.750 (86.714)	LR 0.17810719718785872
INFO - 02/21/23 02:20:41 - 2 days, 23:05:05 - Epoch[44] - Iter: [2100/11173]	Time 0.238 (0.172)	Data 0.214 (0.148)	Loss 1.4285 (1.2548)	Prec 93.750 (86.759)	LR 0.17810719718785872
INFO - 02/21/23 02:20:49 - 2 days, 23:05:13 - Epoch[44] - Iter: [2150/11173]	Time 0.352 (0.172)	Data 0.327 (0.148)	Loss 0.7000 (1.2480)	Prec 84.375 (86.776)	LR 0.17810719718785872
INFO - 02/21/23 02:20:58 - 2 days, 23:05:21 - Epoch[44] - Iter: [2200/11173]	Time 0.206 (0.172)	Data 0.182 (0.147)	Loss 1.4234 (1.2536)	Prec 71.875 (86.742)	LR 0.17810719718785872
INFO - 02/21/23 02:21:06 - 2 days, 23:05:30 - Epoch[44] - Iter: [2250/11173]	Time 0.163 (0.172)	Data 0.139 (0.148)	Loss 0.4363 (1.2519)	Prec 93.750 (86.784)	LR 0.17810719718785872
INFO - 02/21/23 02:21:15 - 2 days, 23:05:38 - Epoch[44] - Iter: [2300/11173]	Time 0.248 (0.172)	Data 0.224 (0.147)	Loss 1.2517 (1.2472)	Prec 87.500 (86.807)	LR 0.17810719718785872
INFO - 02/21/23 02:21:23 - 2 days, 23:05:46 - Epoch[44] - Iter: [2350/11173]	Time 0.025 (0.172)	Data 0.000 (0.147)	Loss 0.7210 (1.2439)	Prec 93.750 (86.826)	LR 0.17810719718785872
INFO - 02/21/23 02:21:31 - 2 days, 23:05:55 - Epoch[44] - Iter: [2400/11173]	Time 0.025 (0.172)	Data 0.000 (0.147)	Loss 0.2776 (1.2357)	Prec 90.625 (86.870)	LR 0.17810719718785872
INFO - 02/21/23 02:21:40 - 2 days, 23:06:03 - Epoch[44] - Iter: [2450/11173]	Time 0.025 (0.172)	Data 0.000 (0.147)	Loss 1.0269 (1.2415)	Prec 84.375 (86.850)	LR 0.17810719718785872
INFO - 02/21/23 02:21:49 - 2 days, 23:06:12 - Epoch[44] - Iter: [2500/11173]	Time 0.025 (0.172)	Data 0.000 (0.147)	Loss 1.4615 (1.2326)	Prec 84.375 (86.889)	LR 0.17810719718785872
INFO - 02/21/23 02:21:57 - 2 days, 23:06:20 - Epoch[44] - Iter: [2550/11173]	Time 0.026 (0.172)	Data 0.000 (0.147)	Loss 1.4261 (1.2280)	Prec 84.375 (86.903)	LR 0.17810719718785872
INFO - 02/21/23 02:22:05 - 2 days, 23:06:29 - Epoch[44] - Iter: [2600/11173]	Time 0.025 (0.172)	Data 0.000 (0.147)	Loss 0.3994 (1.2344)	Prec 93.750 (86.860)	LR 0.17810719718785872
INFO - 02/21/23 02:22:14 - 2 days, 23:06:37 - Epoch[44] - Iter: [2650/11173]	Time 0.025 (0.171)	Data 0.000 (0.147)	Loss 0.9853 (1.2469)	Prec 90.625 (86.810)	LR 0.17810719718785872
INFO - 02/21/23 02:22:22 - 2 days, 23:06:45 - Epoch[44] - Iter: [2700/11173]	Time 0.025 (0.171)	Data 0.000 (0.147)	Loss 0.1183 (1.2380)	Prec 96.875 (86.860)	LR 0.17810719718785872
INFO - 02/21/23 02:22:31 - 2 days, 23:06:55 - Epoch[44] - Iter: [2750/11173]	Time 0.025 (0.172)	Data 0.000 (0.147)	Loss 0.4031 (1.2338)	Prec 93.750 (86.868)	LR 0.17810719718785872
INFO - 02/21/23 02:22:39 - 2 days, 23:07:03 - Epoch[44] - Iter: [2800/11173]	Time 0.025 (0.172)	Data 0.000 (0.147)	Loss 1.6547 (1.2327)	Prec 90.625 (86.879)	LR 0.17810719718785872
INFO - 02/21/23 02:22:47 - 2 days, 23:07:11 - Epoch[44] - Iter: [2850/11173]	Time 0.025 (0.171)	Data 0.000 (0.147)	Loss 2.6213 (1.2269)	Prec 78.125 (86.905)	LR 0.17810719718785872
INFO - 02/21/23 02:22:56 - 2 days, 23:07:20 - Epoch[44] - Iter: [2900/11173]	Time 0.025 (0.171)	Data 0.000 (0.147)	Loss 1.6168 (1.2278)	Prec 84.375 (86.888)	LR 0.17810719718785872
INFO - 02/21/23 02:23:04 - 2 days, 23:07:28 - Epoch[44] - Iter: [2950/11173]	Time 0.025 (0.171)	Data 0.000 (0.147)	Loss 0.1165 (1.2289)	Prec 96.875 (86.876)	LR 0.17810719718785872
INFO - 02/21/23 02:23:13 - 2 days, 23:07:37 - Epoch[44] - Iter: [3000/11173]	Time 0.025 (0.171)	Data 0.000 (0.147)	Loss 0.4034 (1.2269)	Prec 93.750 (86.859)	LR 0.17810719718785872
INFO - 02/21/23 02:23:21 - 2 days, 23:07:45 - Epoch[44] - Iter: [3050/11173]	Time 0.025 (0.171)	Data 0.000 (0.147)	Loss 0.3047 (1.2204)	Prec 96.875 (86.894)	LR 0.17810719718785872
INFO - 02/21/23 02:23:30 - 2 days, 23:07:54 - Epoch[44] - Iter: [3100/11173]	Time 0.025 (0.171)	Data 0.000 (0.147)	Loss 0.1866 (1.2155)	Prec 96.875 (86.916)	LR 0.17810719718785872
INFO - 02/21/23 02:23:38 - 2 days, 23:08:02 - Epoch[44] - Iter: [3150/11173]	Time 0.025 (0.171)	Data 0.000 (0.147)	Loss 0.0014 (1.2201)	Prec 100.000 (86.893)	LR 0.17810719718785872
INFO - 02/21/23 02:23:47 - 2 days, 23:08:11 - Epoch[44] - Iter: [3200/11173]	Time 0.025 (0.171)	Data 0.000 (0.147)	Loss 0.3124 (1.2168)	Prec 87.500 (86.900)	LR 0.17810719718785872
INFO - 02/21/23 02:23:55 - 2 days, 23:08:19 - Epoch[44] - Iter: [3250/11173]	Time 0.025 (0.171)	Data 0.000 (0.147)	Loss 0.5216 (1.2175)	Prec 87.500 (86.897)	LR 0.17810719718785872
INFO - 02/21/23 02:24:03 - 2 days, 23:08:27 - Epoch[44] - Iter: [3300/11173]	Time 0.025 (0.171)	Data 0.000 (0.146)	Loss 0.4893 (1.2177)	Prec 90.625 (86.898)	LR 0.17810719718785872
INFO - 02/21/23 02:24:12 - 2 days, 23:08:35 - Epoch[44] - Iter: [3350/11173]	Time 0.025 (0.171)	Data 0.000 (0.146)	Loss 0.5904 (1.2199)	Prec 93.750 (86.893)	LR 0.17810719718785872
INFO - 02/21/23 02:24:19 - 2 days, 23:08:43 - Epoch[44] - Iter: [3400/11173]	Time 0.025 (0.171)	Data 0.000 (0.146)	Loss 1.6063 (1.2236)	Prec 87.500 (86.898)	LR 0.17810719718785872
INFO - 02/21/23 02:24:28 - 2 days, 23:08:51 - Epoch[44] - Iter: [3450/11173]	Time 0.025 (0.171)	Data 0.000 (0.146)	Loss 0.0063 (1.2184)	Prec 100.000 (86.933)	LR 0.17810719718785872
INFO - 02/21/23 02:24:37 - 2 days, 23:09:00 - Epoch[44] - Iter: [3500/11173]	Time 0.309 (0.171)	Data 0.285 (0.146)	Loss 1.3676 (1.2193)	Prec 90.625 (86.920)	LR 0.17810719718785872
INFO - 02/21/23 02:24:45 - 2 days, 23:09:09 - Epoch[44] - Iter: [3550/11173]	Time 0.304 (0.171)	Data 0.280 (0.146)	Loss 1.3818 (1.2146)	Prec 90.625 (86.942)	LR 0.17810719718785872
INFO - 02/21/23 02:24:54 - 2 days, 23:09:17 - Epoch[44] - Iter: [3600/11173]	Time 0.025 (0.171)	Data 0.000 (0.146)	Loss 1.6037 (1.2113)	Prec 81.250 (86.951)	LR 0.17810719718785872
INFO - 02/21/23 02:25:02 - 2 days, 23:09:26 - Epoch[44] - Iter: [3650/11173]	Time 0.025 (0.171)	Data 0.000 (0.146)	Loss 1.1988 (1.2106)	Prec 93.750 (86.961)	LR 0.17810719718785872
INFO - 02/21/23 02:25:10 - 2 days, 23:09:34 - Epoch[44] - Iter: [3700/11173]	Time 0.261 (0.171)	Data 0.237 (0.146)	Loss 0.8536 (1.2112)	Prec 87.500 (86.941)	LR 0.17810719718785872
INFO - 02/21/23 02:25:18 - 2 days, 23:09:42 - Epoch[44] - Iter: [3750/11173]	Time 0.142 (0.170)	Data 0.118 (0.146)	Loss 0.2585 (1.2129)	Prec 93.750 (86.934)	LR 0.17810719718785872
INFO - 02/21/23 02:25:26 - 2 days, 23:09:50 - Epoch[44] - Iter: [3800/11173]	Time 0.241 (0.170)	Data 0.217 (0.146)	Loss 0.5430 (1.2120)	Prec 93.750 (86.934)	LR 0.17810719718785872
INFO - 02/21/23 02:25:35 - 2 days, 23:09:59 - Epoch[44] - Iter: [3850/11173]	Time 0.025 (0.170)	Data 0.000 (0.146)	Loss 0.7585 (1.2060)	Prec 90.625 (86.973)	LR 0.17810719718785872
INFO - 02/21/23 02:25:44 - 2 days, 23:10:07 - Epoch[44] - Iter: [3900/11173]	Time 0.025 (0.170)	Data 0.000 (0.146)	Loss 1.6378 (1.2090)	Prec 84.375 (86.945)	LR 0.17810719718785872
INFO - 02/21/23 02:25:53 - 2 days, 23:10:16 - Epoch[44] - Iter: [3950/11173]	Time 0.025 (0.170)	Data 0.000 (0.146)	Loss 0.8622 (1.2069)	Prec 87.500 (86.966)	LR 0.17810719718785872
INFO - 02/21/23 02:26:01 - 2 days, 23:10:25 - Epoch[44] - Iter: [4000/11173]	Time 0.025 (0.171)	Data 0.000 (0.146)	Loss 2.8451 (1.2118)	Prec 90.625 (86.945)	LR 0.17810719718785872
INFO - 02/21/23 02:26:09 - 2 days, 23:10:33 - Epoch[44] - Iter: [4050/11173]	Time 0.025 (0.170)	Data 0.000 (0.146)	Loss 2.1064 (1.2110)	Prec 81.250 (86.946)	LR 0.17810719718785872
INFO - 02/21/23 02:26:18 - 2 days, 23:10:42 - Epoch[44] - Iter: [4100/11173]	Time 0.025 (0.171)	Data 0.000 (0.146)	Loss 0.9512 (1.2143)	Prec 90.625 (86.925)	LR 0.17810719718785872
INFO - 02/21/23 02:26:26 - 2 days, 23:10:50 - Epoch[44] - Iter: [4150/11173]	Time 0.025 (0.170)	Data 0.000 (0.146)	Loss 1.6290 (1.2127)	Prec 84.375 (86.933)	LR 0.17810719718785872
INFO - 02/21/23 02:26:34 - 2 days, 23:10:58 - Epoch[44] - Iter: [4200/11173]	Time 0.025 (0.170)	Data 0.000 (0.146)	Loss 0.9087 (1.2100)	Prec 90.625 (86.944)	LR 0.17810719718785872
INFO - 02/21/23 02:26:43 - 2 days, 23:11:07 - Epoch[44] - Iter: [4250/11173]	Time 0.025 (0.170)	Data 0.000 (0.146)	Loss 2.6032 (1.2159)	Prec 84.375 (86.922)	LR 0.17810719718785872
INFO - 02/21/23 02:26:52 - 2 days, 23:11:16 - Epoch[44] - Iter: [4300/11173]	Time 0.025 (0.170)	Data 0.000 (0.146)	Loss 0.0816 (1.2178)	Prec 96.875 (86.919)	LR 0.17810719718785872
INFO - 02/21/23 02:27:01 - 2 days, 23:11:24 - Epoch[44] - Iter: [4350/11173]	Time 0.025 (0.170)	Data 0.000 (0.146)	Loss 0.5051 (1.2223)	Prec 87.500 (86.907)	LR 0.17810719718785872
INFO - 02/21/23 02:27:09 - 2 days, 23:11:33 - Epoch[44] - Iter: [4400/11173]	Time 0.025 (0.170)	Data 0.000 (0.146)	Loss 1.8116 (1.2219)	Prec 75.000 (86.909)	LR 0.17810719718785872
INFO - 02/21/23 02:27:17 - 2 days, 23:11:40 - Epoch[44] - Iter: [4450/11173]	Time 0.025 (0.170)	Data 0.000 (0.146)	Loss 0.8457 (1.2193)	Prec 81.250 (86.921)	LR 0.17810719718785872
INFO - 02/21/23 02:27:25 - 2 days, 23:11:49 - Epoch[44] - Iter: [4500/11173]	Time 0.025 (0.170)	Data 0.000 (0.146)	Loss 1.2353 (1.2164)	Prec 84.375 (86.936)	LR 0.17810719718785872
INFO - 02/21/23 02:27:33 - 2 days, 23:11:57 - Epoch[44] - Iter: [4550/11173]	Time 0.025 (0.170)	Data 0.000 (0.146)	Loss 0.7592 (1.2160)	Prec 90.625 (86.936)	LR 0.17810719718785872
INFO - 02/21/23 02:27:42 - 2 days, 23:12:06 - Epoch[44] - Iter: [4600/11173]	Time 0.025 (0.170)	Data 0.000 (0.146)	Loss 0.5884 (1.2180)	Prec 78.125 (86.928)	LR 0.17810719718785872
INFO - 02/21/23 02:27:50 - 2 days, 23:12:14 - Epoch[44] - Iter: [4650/11173]	Time 0.025 (0.170)	Data 0.000 (0.146)	Loss 0.2376 (1.2149)	Prec 93.750 (86.938)	LR 0.17810719718785872
INFO - 02/21/23 02:27:58 - 2 days, 23:12:22 - Epoch[44] - Iter: [4700/11173]	Time 0.025 (0.170)	Data 0.000 (0.145)	Loss 0.9602 (1.2133)	Prec 81.250 (86.943)	LR 0.17810719718785872
INFO - 02/21/23 02:28:07 - 2 days, 23:12:30 - Epoch[44] - Iter: [4750/11173]	Time 0.025 (0.170)	Data 0.000 (0.145)	Loss 1.8876 (1.2139)	Prec 84.375 (86.937)	LR 0.17810719718785872
INFO - 02/21/23 02:28:15 - 2 days, 23:12:39 - Epoch[44] - Iter: [4800/11173]	Time 0.024 (0.170)	Data 0.000 (0.145)	Loss 0.2130 (1.2111)	Prec 93.750 (86.951)	LR 0.17810719718785872
INFO - 02/21/23 02:28:23 - 2 days, 23:12:47 - Epoch[44] - Iter: [4850/11173]	Time 0.025 (0.170)	Data 0.000 (0.145)	Loss 0.6543 (1.2067)	Prec 96.875 (86.979)	LR 0.17810719718785872
INFO - 02/21/23 02:28:32 - 2 days, 23:12:56 - Epoch[44] - Iter: [4900/11173]	Time 0.025 (0.170)	Data 0.000 (0.145)	Loss 1.0904 (1.2101)	Prec 81.250 (86.963)	LR 0.17810719718785872
INFO - 02/21/23 02:28:40 - 2 days, 23:13:03 - Epoch[44] - Iter: [4950/11173]	Time 0.025 (0.170)	Data 0.000 (0.145)	Loss 0.0007 (1.2075)	Prec 100.000 (86.974)	LR 0.17810719718785872
INFO - 02/21/23 02:28:48 - 2 days, 23:13:12 - Epoch[44] - Iter: [5000/11173]	Time 0.025 (0.170)	Data 0.000 (0.145)	Loss 2.7105 (1.2043)	Prec 81.250 (86.999)	LR 0.17810719718785872
INFO - 02/21/23 02:28:57 - 2 days, 23:13:20 - Epoch[44] - Iter: [5050/11173]	Time 0.024 (0.170)	Data 0.000 (0.145)	Loss 0.3026 (1.2016)	Prec 93.750 (87.012)	LR 0.17810719718785872
INFO - 02/21/23 02:29:04 - 2 days, 23:13:28 - Epoch[44] - Iter: [5100/11173]	Time 0.025 (0.170)	Data 0.000 (0.145)	Loss 0.6365 (1.1987)	Prec 93.750 (87.031)	LR 0.17810719718785872
INFO - 02/21/23 02:29:13 - 2 days, 23:13:36 - Epoch[44] - Iter: [5150/11173]	Time 0.025 (0.170)	Data 0.000 (0.145)	Loss 1.3336 (1.2004)	Prec 71.875 (87.022)	LR 0.17810719718785872
INFO - 02/21/23 02:29:21 - 2 days, 23:13:45 - Epoch[44] - Iter: [5200/11173]	Time 0.024 (0.170)	Data 0.000 (0.145)	Loss 2.3094 (1.2040)	Prec 81.250 (87.003)	LR 0.17810719718785872
INFO - 02/21/23 02:29:29 - 2 days, 23:13:53 - Epoch[44] - Iter: [5250/11173]	Time 0.025 (0.170)	Data 0.000 (0.145)	Loss 1.2563 (1.2036)	Prec 78.125 (87.003)	LR 0.17810719718785872
INFO - 02/21/23 02:29:38 - 2 days, 23:14:01 - Epoch[44] - Iter: [5300/11173]	Time 0.025 (0.170)	Data 0.000 (0.145)	Loss 1.4736 (1.2032)	Prec 87.500 (86.999)	LR 0.17810719718785872
INFO - 02/21/23 02:29:46 - 2 days, 23:14:10 - Epoch[44] - Iter: [5350/11173]	Time 0.024 (0.170)	Data 0.000 (0.145)	Loss 0.2057 (1.2036)	Prec 93.750 (86.988)	LR 0.17810719718785872
INFO - 02/21/23 02:29:54 - 2 days, 23:14:17 - Epoch[44] - Iter: [5400/11173]	Time 0.025 (0.169)	Data 0.000 (0.145)	Loss 0.9152 (1.2028)	Prec 90.625 (87.002)	LR 0.17810719718785872
INFO - 02/21/23 02:30:02 - 2 days, 23:14:26 - Epoch[44] - Iter: [5450/11173]	Time 0.025 (0.169)	Data 0.000 (0.145)	Loss 1.0088 (1.1996)	Prec 87.500 (87.016)	LR 0.17810719718785872
INFO - 02/21/23 02:30:11 - 2 days, 23:14:34 - Epoch[44] - Iter: [5500/11173]	Time 0.025 (0.169)	Data 0.000 (0.145)	Loss 0.8761 (1.1978)	Prec 87.500 (87.014)	LR 0.17810719718785872
INFO - 02/21/23 02:30:18 - 2 days, 23:14:42 - Epoch[44] - Iter: [5550/11173]	Time 0.024 (0.169)	Data 0.000 (0.145)	Loss 0.7966 (1.2006)	Prec 84.375 (86.998)	LR 0.17810719718785872
INFO - 02/21/23 02:30:26 - 2 days, 23:14:50 - Epoch[44] - Iter: [5600/11173]	Time 0.025 (0.169)	Data 0.000 (0.145)	Loss 0.4297 (1.1983)	Prec 90.625 (87.010)	LR 0.17810719718785872
INFO - 02/21/23 02:30:34 - 2 days, 23:14:58 - Epoch[44] - Iter: [5650/11173]	Time 0.025 (0.169)	Data 0.000 (0.145)	Loss 0.6429 (1.1937)	Prec 87.500 (87.041)	LR 0.17810719718785872
INFO - 02/21/23 02:30:43 - 2 days, 23:15:07 - Epoch[44] - Iter: [5700/11173]	Time 0.025 (0.169)	Data 0.000 (0.145)	Loss 1.8118 (1.1941)	Prec 93.750 (87.034)	LR 0.17810719718785872
INFO - 02/21/23 02:30:52 - 2 days, 23:15:15 - Epoch[44] - Iter: [5750/11173]	Time 0.025 (0.169)	Data 0.000 (0.145)	Loss 0.4846 (1.1945)	Prec 90.625 (87.036)	LR 0.17810719718785872
INFO - 02/21/23 02:31:00 - 2 days, 23:15:24 - Epoch[44] - Iter: [5800/11173]	Time 0.025 (0.169)	Data 0.000 (0.145)	Loss 1.3134 (1.1931)	Prec 87.500 (87.046)	LR 0.17810719718785872
INFO - 02/21/23 02:31:08 - 2 days, 23:15:32 - Epoch[44] - Iter: [5850/11173]	Time 0.025 (0.169)	Data 0.000 (0.145)	Loss 1.4514 (1.1984)	Prec 75.000 (87.025)	LR 0.17810719718785872
INFO - 02/21/23 02:31:17 - 2 days, 23:15:41 - Epoch[44] - Iter: [5900/11173]	Time 0.024 (0.169)	Data 0.000 (0.145)	Loss 0.5666 (1.2012)	Prec 96.875 (87.012)	LR 0.17810719718785872
INFO - 02/21/23 02:31:25 - 2 days, 23:15:49 - Epoch[44] - Iter: [5950/11173]	Time 0.025 (0.169)	Data 0.000 (0.145)	Loss 1.5171 (1.2001)	Prec 84.375 (87.011)	LR 0.17810719718785872
INFO - 02/21/23 02:31:33 - 2 days, 23:15:57 - Epoch[44] - Iter: [6000/11173]	Time 0.025 (0.169)	Data 0.000 (0.144)	Loss 0.9764 (1.2002)	Prec 87.500 (87.008)	LR 0.17810719718785872
INFO - 02/21/23 02:31:42 - 2 days, 23:16:05 - Epoch[44] - Iter: [6050/11173]	Time 0.025 (0.169)	Data 0.000 (0.144)	Loss 1.0033 (1.2000)	Prec 84.375 (87.007)	LR 0.17810719718785872
INFO - 02/21/23 02:31:50 - 2 days, 23:16:14 - Epoch[44] - Iter: [6100/11173]	Time 0.025 (0.169)	Data 0.000 (0.144)	Loss 2.7186 (1.2009)	Prec 81.250 (87.003)	LR 0.17810719718785872
INFO - 02/21/23 02:31:59 - 2 days, 23:16:22 - Epoch[44] - Iter: [6150/11173]	Time 0.025 (0.169)	Data 0.000 (0.144)	Loss 0.6540 (1.1986)	Prec 93.750 (87.010)	LR 0.17810719718785872
INFO - 02/21/23 02:32:06 - 2 days, 23:16:30 - Epoch[44] - Iter: [6200/11173]	Time 0.025 (0.169)	Data 0.000 (0.144)	Loss 0.4964 (1.1953)	Prec 87.500 (87.027)	LR 0.17810719718785872
INFO - 02/21/23 02:32:14 - 2 days, 23:16:38 - Epoch[44] - Iter: [6250/11173]	Time 0.025 (0.169)	Data 0.000 (0.144)	Loss 0.5550 (1.1924)	Prec 93.750 (87.044)	LR 0.17810719718785872
INFO - 02/21/23 02:32:23 - 2 days, 23:16:47 - Epoch[44] - Iter: [6300/11173]	Time 0.025 (0.169)	Data 0.000 (0.144)	Loss 0.1083 (1.1977)	Prec 96.875 (87.036)	LR 0.17810719718785872
